ID	adj.P.Val	P.Value	t	B	logFC	ORF	SPOT_ID
FAM59B	0.854	0.4580291	-0.751774	-5.4292	-0.02500747	FAM59B	
RNPS1	0.854	0.4581264	-0.75161	-5.4293	-0.07876351	RNPS1	
LOC651530	0.854	0.458135	-0.751596	-5.4293	-0.02680441	LOC651530	
LOC155100	0.854	0.4581561	-0.75156	-5.4293	-0.02068998	LOC155100	
GPR89C	0.854	0.4581754	0.751528	-5.4294	0.04074086	GPR89C	
LOC644504	0.854	0.4581968	0.751491	-5.4294	0.0216535	LOC644504	
ZNF182	0.854	0.4582237	-0.751446	-5.4294	-0.05088104	ZNF182	
LOC642692	0.854	0.4583092	0.751302	-5.4295	0.02277947	LOC642692	
MAST2	0.854	0.4583563	0.751222	-5.4296	0.03518634	MAST2	
HS.580655	0.854	0.4583612	-0.751214	-5.4296	-0.02937058	HS.580655	
LOC100134710	0.854	0.4583729	0.751194	-5.4296	0.03376595	LOC100134710	
LOC100129933	0.854	0.458419	-0.751117	-5.4296	-0.03608219	LOC100129933	
LOC100129860	0.854	0.4584355	-0.751089	-5.4297	-0.02228864	LOC100129860	
MIR889	0.854	0.4584835	0.751008	-5.4297	0.02685101	MIR889	
HS.566024	0.854	0.4585009	-0.750979	-5.4297	-0.02306574	HS.566024	
MLXIPL	0.854	0.4585057	-0.75097	-5.4297	-0.01762203	MLXIPL	
MED13	0.854	0.458549	0.750897	-5.4298	0.05023136	MED13	
LOC388242	0.854	0.4585698	-0.750862	-5.4298	-0.02674362	LOC388242	
LOC100131727	0.854	0.4585942	0.750821	-5.4298	0.0505096	LOC100131727	
CCDC70	0.854	0.4586068	0.7508	-5.4298	0.03039144	CCDC70	
ITGA1	0.854	0.4586148	-0.750786	-5.4299	-0.03663763	ITGA1	
NOL7	0.854	0.4586449	0.750736	-5.4299	0.03722797	NOL7	
ZFYVE21	0.854	0.4586545	-0.750719	-5.4299	-0.10269446	ZFYVE21	
LOC100129849	0.854	0.4586725	-0.750689	-5.4299	-0.02604286	LOC100129849	
LOC389124	0.854	0.4587308	0.750591	-5.43	0.03777309	LOC389124	
DHRS3	0.854	0.4587542	0.750551	-5.43	0.10806943	DHRS3	
FLJ35409	0.854	0.4588346	-0.750416	-5.4301	-0.02589329	FLJ35409	
HS.564216	0.854	0.4588472	-0.750395	-5.4301	-0.02835272	HS.564216	
THYN1	0.854	0.458873	-0.750351	-5.4301	-0.0396587	THYN1	
HS.327917	0.854	0.4588811	0.750337	-5.4302	0.05536279	HS.327917	
LOC375010	0.854	0.4588993	0.750307	-5.4302	0.02458235	LOC375010	
LOC643961	0.854	0.4589177	-0.750276	-5.4302	-0.02452802	LOC643961	
GOLGA1	0.854	0.4589366	0.750244	-5.4302	0.0730404	GOLGA1	
BEGAIN	0.854	0.4589483	0.750224	-5.4302	0.14466975	BEGAIN	
ADRA1A	0.854	0.459018	0.750107	-5.4303	0.01403266	ADRA1A	
MIR1537	0.854	0.4590388	-0.750072	-5.4303	-0.019569	MIR1537	
LOC100134359	0.854	0.4590649	0.750028	-5.4304	0.02941272	LOC100134359	
C16ORF13	0.854	0.4591676	0.749854	-5.4305	0.04159699	C16ORF13	
ISG15	0.854	0.4591789	0.749836	-5.4305	0.16312881	ISG15	
LOC100130179	0.854	0.4592048	0.749792	-5.4305	0.03737328	LOC100130179	
